time,RA,DEC,AZ
165.57,165.6875,-33.9723,-124.4254
165.59,165.6796,-33.9967,-124.4445
165.61,165.6719,-34.0215,-124.4664
165.63,165.6638,-34.0461,-124.4849
165.65,165.6557,-34.0708,-124.5108
165.67,165.6478,-34.0955,-124.5327
165.69,165.64,-34.1203,-124.5546
165.71,165.6322,-34.1449,-124.5716
165.73,165.6244,-34.1698,-124.5949
165.75,165.6164,-34.1946,-124.6065
165.77,165.6084,-34.2192,-124.6302
165.79,165.6005,-34.2438,-124.6539
165.81,165.5927,-34.2686,-124.6714
165.83,165.5849,-34.2933,-124.695
165.85,165.577,-34.3181,-124.7097
165.87,165.5693,-34.3426,-124.7329
165.89,165.5615,-34.3675,-124.7549
165.91,165.5535,-34.3923,-124.7764
165.93,165.5456,-34.4171,-124.7997
165.95,165.5376,-34.4417,-124.8245
165.97,165.5298,-34.4667,-124.8447
165.99,165.5217,-34.4917,-124.8653
166.01,165.5135,-34.5166,-124.892
166.03,165.5056,-34.5413,-124.9092
166.05,165.4975,-34.5661,-124.9292
166.07,165.49,-34.5909,-124.95
166.09,165.4822,-34.6156,-124.9761
166.11,165.4743,-34.6404,-124.9945
166.13,165.4664,-34.6651,-125.0084
166.15,165.4586,-34.6898,-125.0294
166.17,165.4507,-34.7146,-125.0528
166.19,165.4427,-34.7397,-125.0696
166.21,165.4349,-34.7644,-125.0973
166.23,165.4267,-34.7892,-125.1145
166.25,165.419,-34.8139,-125.1339
166.27,165.4112,-34.839,-125.1531
166.29,165.4032,-34.8638,-125.1788
166.31,165.3954,-34.8886,-125.2001
166.33,165.3876,-34.9132,-125.226
166.35,165.3793,-34.938,-125.2423
166.37,165.3708,-34.9627,-125.2652
166.39,165.363,-34.9878,-125.2847
166.41,165.3549,-35.0125,-125.3036
166.43,165.347,-35.0374,-125.3286
166.45,165.3392,-35.0623,-125.3464
166.47,165.3314,-35.0872,-125.3662
166.49,165.3232,-35.1122,-125.3886
166.51,165.3154,-35.1369,-125.4106
166.53,165.3077,-35.1618,-125.4312
166.55,165.2996,-35.1865,-125.4549
166.57,165.2917,-35.2112,-125.477
166.59,165.2839,-35.2359,-125.4935
166.61,165.2758,-35.2607,-125.518
166.63,165.268,-35.2855,-125.5407
166.65,165.26,-35.3103,-125.5663
166.67,165.2518,-35.3351,-125.5825
166.69,165.2441,-35.3599,-125.6099
166.71,165.236,-35.3849,-125.6286
166.73,165.2278,-35.4096,-125.6468
166.75,165.2197,-35.4345,-125.6706
166.77,165.2118,-35.4591,-125.693
166.79,165.2039,-35.484,-125.7094
166.81,165.1959,-35.5087,-125.7284
166.83,165.1881,-35.5335,-125.7504
166.85,165.1799,-35.5587,-125.7769
166.87,165.1723,-35.5835,-125.7957
166.89,165.1641,-35.6085,-125.8156
166.91,165.1562,-35.6332,-125.8359
166.93,165.1483,-35.6582,-125.8531
166.95,165.1405,-35.6833,-125.8831
166.97,165.1326,-35.7082,-125.9015
166.99,165.1244,-35.7333,-125.9201
167.01,165.1163,-35.7581,-125.9433
167.03,165.1084,-35.783,-125.9686
167.05,165.1005,-35.8078,-125.9899
167.07,165.092,-35.8327,-126.0137
167.09,165.0838,-35.8573,-126.0362
167.11,165.0758,-35.8824,-126.0583
167.13,165.0676,-35.9072,-126.0835
167.15,165.06,-35.9319,-126.0982
167.17,165.052,-35.9568,-126.114
167.19,165.0443,-35.9815,-126.1356
167.21,165.0364,-36.0067,-126.1579
167.23,165.0284,-36.0315,-126.1756
167.25,165.0201,-36.0565,-126.201
167.27,165.0123,-36.0813,-126.2208
167.29,165.0039,-36.1063,-126.2427
167.31,164.9961,-36.1311,-126.2635
167.33,164.9878,-36.1562,-126.2841
167.35,164.9796,-36.1809,-126.3171
167.37,164.9714,-36.2059,-126.3322
167.39,164.9634,-36.2307,-126.3537
167.41,164.9555,-36.2557,-126.3782
167.43,164.9475,-36.2805,-126.3989
167.45,164.9395,-36.3054,-126.4195
167.47,164.931,-36.3304,-126.4354
167.49,164.9231,-36.3554,-126.46
167.51,164.9149,-36.3804,-126.4815
167.53,164.9068,-36.4051,-126.5033
167.55,164.8984,-36.4303,-126.5234
167.57,164.8903,-36.4552,-126.5477
167.59,164.8823,-36.4799,-126.5693
167.61,164.8741,-36.5048,-126.5889
167.63,164.8659,-36.5298,-126.6136
167.65,164.8576,-36.5545,-126.6383
167.67,164.8494,-36.5795,-126.6666
167.69,164.8412,-36.6044,-126.6867
167.71,164.8331,-36.6296,-126.7061
167.73,164.8248,-36.6545,-126.7213
167.75,164.8168,-36.6794,-126.7407
167.77,164.8086,-36.7043,-126.7678
167.79,164.8003,-36.7293,-126.7823
167.81,164.7921,-36.7543,-126.8039
167.83,164.784,-36.7789,-126.8258
167.85,164.776,-36.8035,-126.8424
167.87,164.7675,-36.8286,-126.8726
167.89,164.7597,-36.8536,-126.8905
167.91,164.7515,-36.8784,-126.9117
167.93,164.7435,-36.9028,-126.938
167.95,164.7353,-36.928,-126.9701
167.97,164.727,-36.9529,-126.9844
167.99,164.7187,-36.9778,-127.0101
168.01,164.7107,-37.0027,-127.0361
168.03,164.7024,-37.0277,-127.0522
168.05,164.6939,-37.0526,-127.064
168.07,164.6857,-37.0776,-127.0898
168.09,164.6773,-37.1025,-127.1142
168.11,164.6692,-37.1275,-127.1361
168.13,164.6612,-37.1524,-127.1544
168.15,164.6526,-37.1774,-127.1787
168.17,164.6446,-37.2023,-127.1948
168.19,164.6365,-37.2272,-127.2173
168.21,164.628,-37.2522,-127.2438
168.23,164.6198,-37.2773,-127.262
168.25,164.6113,-37.3024,-127.2883
168.27,164.6031,-37.3273,-127.3121
168.29,164.5947,-37.3522,-127.332
168.31,164.5864,-37.3771,-127.3505
168.33,164.5781,-37.402,-127.3755
168.35,164.5701,-37.427,-127.3991
168.37,164.5621,-37.4522,-127.4178
168.39,164.5539,-37.4772,-127.4482
168.41,164.5458,-37.502,-127.4645
168.43,164.5375,-37.5273,-127.4915
168.45,164.5296,-37.5522,-127.5028
168.47,164.5213,-37.5774,-127.5272
168.49,164.5127,-37.6024,-127.543
168.51,164.5047,-37.6276,-127.5651
168.53,164.4963,-37.6527,-127.5856
168.55,164.4883,-37.6776,-127.6088
168.57,164.48,-37.7026,-127.6307
168.59,164.4715,-37.7277,-127.6578
168.61,164.4629,-37.753,-127.6818
168.63,164.4547,-37.7781,-127.7024
168.65,164.4461,-37.8032,-127.7306
168.67,164.4379,-37.8283,-127.7515
168.69,164.4294,-37.8534,-127.7776
168.71,164.421,-37.8783,-127.7939
168.73,164.4125,-37.9035,-127.8149
168.75,164.4043,-37.9284,-127.8352
168.77,164.396,-37.9534,-127.8577
168.79,164.3877,-37.9783,-127.8828
168.81,164.3798,-38.0032,-127.897
168.83,164.3712,-38.0285,-127.9204
168.85,164.3627,-38.0536,-127.9489
168.87,164.3545,-38.0784,-127.9635
168.89,164.3458,-38.1036,-127.9875
168.91,164.3374,-38.1286,-128.0082
168.93,164.3289,-38.1536,-128.0329
168.95,164.3205,-38.1786,-128.0588
168.97,164.312,-38.2037,-128.0762
168.99,164.3037,-38.2288,-128.0945
169.01,164.2953,-38.2541,-128.1246
169.03,164.2868,-38.2793,-128.147
169.05,164.2783,-38.3045,-128.1725
169.07,164.2702,-38.3296,-128.189
169.09,164.2617,-38.3547,-128.2122
169.11,164.2532,-38.3796,-128.2293
169.13,164.2446,-38.4047,-128.252
169.15,164.2363,-38.4299,-128.2746
169.17,164.2279,-38.4549,-128.2948
169.19,164.2196,-38.4801,-128.3133
169.21,164.2109,-38.5053,-128.3387
169.23,164.2024,-38.5305,-128.3704
169.25,164.1941,-38.5555,-128.3886
169.27,164.1857,-38.5807,-128.4114
169.29,164.1771,-38.6058,-128.433
169.31,164.1689,-38.6307,-128.4572
169.33,164.1608,-38.6558,-128.4758
169.35,164.1525,-38.6809,-128.4977
169.37,164.1442,-38.706,-128.5236
169.39,164.1358,-38.7311,-128.5441
169.41,164.1279,-38.7564,-128.5608
169.43,164.1194,-38.7814,-128.5821
169.45,164.1109,-38.8065,-128.6087
169.47,164.1027,-38.8317,-128.6275
169.49,164.0943,-38.857,-128.6536
169.51,164.0859,-38.8822,-128.6805
169.53,164.0777,-38.9074,-128.6999
169.55,164.0693,-38.9327,-128.7203
169.57,164.0609,-38.9578,-128.738
169.59,164.0523,-38.983,-128.7619
169.61,164.0435,-39.0083,-128.7853
169.63,164.035,-39.0333,-128.808
169.65,164.0264,-39.0583,-128.8291
169.67,164.0183,-39.0836,-128.8538
169.69,164.0097,-39.1086,-128.8777
169.71,164.0004,-39.1336,-128.904
169.73,163.9923,-39.1589,-128.9288
169.75,163.9839,-39.184,-128.9518
169.77,163.9757,-39.2091,-128.9742
169.79,163.9674,-39.2345,-128.983
169.81,163.9595,-39.2594,-129.0065
169.83,163.9513,-39.2847,-129.0302
169.85,163.9431,-39.3096,-129.053
169.87,163.9344,-39.3347,-129.0775
169.89,163.9259,-39.3597,-129.1023
169.91,163.9174,-39.3848,-129.1246
169.93,163.9089,-39.4099,-129.1483
169.95,163.9,-39.4352,-129.1681
169.97,163.8914,-39.4603,-129.1914
169.99,163.8827,-39.4855,-129.2164
170.01,163.8742,-39.5107,-129.2394
170.03,163.8655,-39.5358,-129.2569
170.05,163.8565,-39.5608,-129.2761
170.07,163.8477,-39.5859,-129.301
170.09,163.8388,-39.611,-129.3218
170.11,163.8304,-39.6363,-129.3399
170.13,163.8219,-39.6617,-129.3688
170.15,163.8135,-39.6867,-129.3919
170.17,163.8049,-39.712,-129.4155
170.19,163.7961,-39.7371,-129.4388
170.21,163.7874,-39.7625,-129.4598
170.23,163.7789,-39.7877,-129.4829
170.25,163.7701,-39.8129,-129.5127
170.27,163.7614,-39.8381,-129.5313
170.29,163.7529,-39.8631,-129.5539
170.31,163.744,-39.8884,-129.5711
170.33,163.7355,-39.9133,-129.5997
170.35,163.7269,-39.9383,-129.6219
170.37,163.7181,-39.9636,-129.6448
170.39,163.7091,-39.9891,-129.6686
170.41,163.7004,-40.0144,-129.6954
170.43,163.6918,-40.0398,-129.7149
170.45,163.6828,-40.0651,-129.7322
170.47,163.6743,-40.0903,-129.7585
170.49,163.6655,-40.1155,-129.7806
170.51,163.6571,-40.1408,-129.8045
170.53,163.6484,-40.1659,-129.8222
170.55,163.6395,-40.1912,-129.8455
170.57,163.6309,-40.2164,-129.8665
170.59,163.6221,-40.2417,-129.891
170.61,163.6133,-40.2668,-129.9137
170.63,163.6042,-40.292,-129.9424
170.65,163.5954,-40.3171,-129.9661
170.67,163.5868,-40.3421,-129.9799
170.69,163.578,-40.3672,-129.9998
170.71,163.5691,-40.3925,-130.0273
170.73,163.5605,-40.4175,-130.0547
170.75,163.5516,-40.4425,-130.0734
170.77,163.5432,-40.4678,-130.0953
170.79,163.5345,-40.493,-130.1189
170.81,163.5258,-40.5184,-130.1462
170.83,163.517,-40.5434,-130.1802
170.85,163.5084,-40.5688,-130.1956
170.87,163.4995,-40.5941,-130.2171
170.89,163.4907,-40.6193,-130.2334
170.91,163.4816,-40.6447,-130.256
170.93,163.4728,-40.6695,-130.2819
170.95,163.4639,-40.6946,-130.3102
170.97,163.4553,-40.7199,-130.326
170.99,163.4465,-40.7451,-130.3451
171.01,163.4375,-40.7703,-130.3681
171.03,163.4288,-40.7953,-130.3899
171.05,163.42,-40.8206,-130.4144
171.07,163.4113,-40.846,-130.4404
171.09,163.4026,-40.8711,-130.4647
171.11,163.3936,-40.8965,-130.4931
171.13,163.3846,-40.9216,-130.5098
171.15,163.3758,-40.9467,-130.531
171.17,163.3669,-40.9721,-130.551
171.19,163.3579,-40.9973,-130.5772
171.21,163.3488,-41.0227,-130.5965
171.23,163.3399,-41.048,-130.6194
171.25,163.3315,-41.0734,-130.6424
171.27,163.3229,-41.0986,-130.6697
171.29,163.3138,-41.124,-130.6955
171.31,163.305,-41.1491,-130.7174
171.33,163.296,-41.1743,-130.7397
171.35,163.2873,-41.1994,-130.7634
171.37,163.2783,-41.2246,-130.7813
171.39,163.2696,-41.2498,-130.8161
171.41,163.2606,-41.2752,-130.8272
171.43,163.2517,-41.3003,-130.8559
171.45,163.2426,-41.3257,-130.879
171.47,163.2336,-41.351,-130.9034
171.49,163.2248,-41.3762,-130.9237
171.51,163.216,-41.4015,-130.9408
171.53,163.207,-41.4268,-130.9657
171.55,163.198,-41.4521,-130.9933
171.57,163.189,-41.4775,-131.0169
171.59,163.1798,-41.5028,-131.0476
171.61,163.1705,-41.5281,-131.0684
171.63,163.1616,-41.5533,-131.0887
171.65,163.1526,-41.5783,-131.1098
171.67,163.1433,-41.6035,-131.1429
171.69,163.1342,-41.6288,-131.1529
171.71,163.1251,-41.654,-131.1761
171.73,163.116,-41.6792,-131.1984
171.75,163.1068,-41.7043,-131.2272
171.77,163.0977,-41.7297,-131.2482
171.79,163.0884,-41.7549,-131.2677
171.81,163.0795,-41.7802,-131.2938
171.83,163.0704,-41.8055,-131.3173
171.85,163.0613,-41.8307,-131.3322
171.87,163.0522,-41.8559,-131.3551
171.89,163.043,-41.8812,-131.3764
171.91,163.0342,-41.9066,-131.4118
171.93,163.0251,-41.9318,-131.4356
171.95,163.0159,-41.9572,-131.4675
171.97,163.0067,-41.9826,-131.4945
171.99,162.998,-42.0078,-131.5091
172.01,162.9883,-42.0332,-131.5289
172.03,162.9791,-42.0583,-131.5504
172.05,162.9702,-42.0837,-131.5725
172.07,162.9612,-42.1091,-131.5933
172.09,162.9519,-42.1345,-131.6254
172.11,162.9428,-42.1599,-131.6492
172.13,162.9337,-42.1852,-131.663
172.15,162.9247,-42.2106,-131.6876
172.17,162.9157,-42.2357,-131.716
172.19,162.9064,-42.2608,-131.7408
172.21,162.8972,-42.2862,-131.7632
172.23,162.8875,-42.3115,-131.7805
172.25,162.8783,-42.3369,-131.8071
172.27,162.8694,-42.3621,-131.8276
172.29,162.8602,-42.3873,-131.8531
172.31,162.8508,-42.4126,-131.8722
172.33,162.8417,-42.4377,-131.8959
172.35,162.8324,-42.463,-131.9213
172.37,162.8229,-42.4884,-131.9532
172.39,162.8136,-42.5137,-131.9757
172.41,162.8045,-42.5387,-131.9948
172.43,162.7953,-42.564,-132.0195
172.45,162.7858,-42.5896,-132.0384
172.47,162.7765,-42.6151,-132.0691
172.49,162.767,-42.6403,-132.0834
172.51,162.7575,-42.6654,-132.1077
172.53,162.7481,-42.6908,-132.1367
172.55,162.7386,-42.716,-132.1595
172.57,162.7294,-42.7413,-132.1826
172.59,162.7197,-42.7668,-132.2056
172.61,162.7105,-42.792,-132.223
172.63,162.7013,-42.8172,-132.2478
172.65,162.6919,-42.8424,-132.275
172.67,162.6824,-42.8678,-132.2993
172.69,162.6727,-42.8933,-132.3237
172.71,162.6632,-42.9187,-132.3475
172.73,162.6539,-42.9439,-132.3737
172.75,162.6446,-42.9692,-132.4074
172.77,162.6349,-42.9945,-132.4303
172.79,162.6253,-43.0199,-132.4466
172.81,162.6157,-43.0452,-132.4606
172.83,162.6063,-43.0704,-132.4815
172.85,162.5969,-43.0957,-132.5066
172.87,162.5875,-43.121,-132.5329
172.89,162.5783,-43.1462,-132.5566
172.91,162.569,-43.1714,-132.5836
172.93,162.5596,-43.1967,-132.6071
172.95,162.5502,-43.2222,-132.6321
172.97,162.5407,-43.2477,-132.6556
172.99,162.5315,-43.2728,-132.6751
173.01,162.5221,-43.2983,-132.6993
173.03,162.5129,-43.3235,-132.7202
173.05,162.5034,-43.3488,-132.745
173.07,162.494,-43.3738,-132.7743
173.09,162.4844,-43.3991,-132.7958
173.11,162.4748,-43.4244,-132.8192
173.13,162.4654,-43.4497,-132.8456
173.15,162.4559,-43.475,-132.8674
173.17,162.4463,-43.5002,-132.8983
173.19,162.4365,-43.5257,-132.9199
173.21,162.4267,-43.5511,-132.9393
173.23,162.4171,-43.5765,-132.9619
173.25,162.4072,-43.6018,-132.9852
173.27,162.3974,-43.627,-133.0127
173.29,162.388,-43.6523,-133.0376
173.31,162.3785,-43.6777,-133.0643
173.33,162.3688,-43.7028,-133.0884
173.35,162.3592,-43.7279,-133.1132
173.37,162.3493,-43.7535,-133.1326
173.39,162.3397,-43.7791,-133.1579
173.41,162.3301,-43.8045,-133.1741
173.43,162.3205,-43.8298,-133.2034
173.45,162.3112,-43.8554,-133.2242
173.47,162.3016,-43.8808,-133.2493
173.49,162.2918,-43.9061,-133.2738
173.51,162.2821,-43.9314,-133.2958
173.53,162.2724,-43.9566,-133.3201
173.55,162.2629,-43.9819,-133.3447
173.57,162.2532,-44.0072,-133.37
173.59,162.2436,-44.0327,-133.3982
173.61,162.2337,-44.058,-133.4219
173.63,162.2241,-44.0834,-133.458
173.65,162.2142,-44.1093,-133.4851
173.67,162.2044,-44.1345,-133.4962
173.69,162.1946,-44.1599,-133.5115
173.71,162.1848,-44.1851,-133.5353
173.73,162.175,-44.2106,-133.5564
173.75,162.1652,-44.2358,-133.5838
173.77,162.1558,-44.2608,-133.6122
173.79,162.1457,-44.2862,-133.6353
173.81,162.1361,-44.3116,-133.666
173.83,162.1265,-44.3366,-133.6848
173.85,162.1167,-44.3619,-133.7038
173.87,162.1068,-44.3874,-133.7306
173.89,162.097,-44.4127,-133.7521
173.91,162.0873,-44.4381,-133.7788
173.93,162.0775,-44.4635,-133.8084
173.95,162.0677,-44.489,-133.8248
173.97,162.0579,-44.5143,-133.8531
173.99,162.048,-44.5396,-133.8765
174.01,162.0379,-44.5652,-133.9011
174.03,162.0283,-44.5908,-133.9245
174.05,162.0187,-44.6163,-133.9502
174.07,162.0089,-44.6415,-133.973
174.09,161.9989,-44.6669,-134.0028
174.11,161.9892,-44.6923,-134.0239
174.13,161.9793,-44.7178,-134.0541
174.15,161.9693,-44.7432,-134.0831
174.17,161.9594,-44.7686,-134.0985
174.19,161.9497,-44.7943,-134.1165
174.21,161.9393,-44.8196,-134.1395
174.23,161.9294,-44.8452,-134.1621
174.25,161.9198,-44.8705,-134.1924
174.27,161.9099,-44.8957,-134.2143
174.29,161.8997,-44.9212,-134.2381
174.31,161.8899,-44.9465,-134.2726
174.33,161.8799,-44.9719,-134.3
174.35,161.8699,-44.9974,-134.3209
174.37,161.8599,-45.0228,-134.3385
174.39,161.8497,-45.0482,-134.3622
174.41,161.8396,-45.0736,-134.3844
174.43,161.8295,-45.099,-134.4084
174.45,161.8194,-45.1244,-134.4336
174.47,161.8096,-45.1498,-134.4677
174.49,161.7992,-45.1755,-134.4878
174.51,161.7891,-45.2008,-134.5158
174.53,161.779,-45.226,-134.5433
174.55,161.7689,-45.2516,-134.5627
174.57,161.7588,-45.2771,-134.5901
174.59,161.7485,-45.3023,-134.6099
174.61,161.7384,-45.3277,-134.6398
174.63,161.7287,-45.3532,-134.6496
174.65,161.7188,-45.3786,-134.6811
174.67,161.7083,-45.404,-134.7104
174.69,161.6982,-45.4294,-134.726
174.71,161.688,-45.4547,-134.7547
174.73,161.6779,-45.4801,-134.7783
174.75,161.6677,-45.5055,-134.8033
174.77,161.6579,-45.5309,-134.8269
174.79,161.6479,-45.5563,-134.8545
174.81,161.6377,-45.5816,-134.8772
174.83,161.6275,-45.607,-134.9079
174.85,161.6173,-45.6326,-134.937
174.87,161.6069,-45.658,-134.9633
174.89,161.5967,-45.6833,-134.9833
174.91,161.5865,-45.7086,-134.9999
174.93,161.5764,-45.7341,-135.0215
174.95,161.5662,-45.7595,-135.042
174.97,161.5561,-45.7848,-135.0728
174.99,161.5458,-45.8103,-135.0991
175.01,161.5356,-45.8359,-135.1189
175.03,161.5253,-45.8614,-135.1477
175.05,161.5151,-45.8867,-135.175
175.07,161.5046,-45.9119,-135.2002
175.09,161.494,-45.9374,-135.2222
175.11,161.4837,-45.9629,-135.2556
175.13,161.4734,-45.9882,-135.2835
175.15,161.4627,-46.0134,-135.3032
175.17,161.4525,-46.0388,-135.3284
175.19,161.4424,-46.0642,-135.3489
175.21,161.432,-46.0895,-135.3718
175.23,161.4211,-46.1148,-135.4003
175.25,161.4111,-46.1404,-135.4269
175.27,161.4008,-46.1657,-135.4441
175.29,161.3905,-46.1912,-135.4774
175.31,161.3802,-46.2165,-135.5018
175.33,161.37,-46.2419,-135.5271
175.35,161.3599,-46.2673,-135.5632
175.37,161.3497,-46.2926,-135.5842
175.39,161.3393,-46.318,-135.6019
175.41,161.3289,-46.3437,-135.6244
175.43,161.3186,-46.369,-135.6395
175.45,161.3082,-46.3945,-135.6713
175.47,161.2975,-46.4199,-135.6995
175.49,161.2869,-46.4453,-135.7195
175.51,161.2763,-46.4708,-135.7498
175.53,161.2662,-46.4961,-135.7724
175.55,161.2557,-46.5216,-135.7925
175.57,161.245,-46.5472,-135.8191
175.59,161.2344,-46.5728,-135.8482
175.61,161.224,-46.5983,-135.8774
175.63,161.2136,-46.6239,-135.9019
175.65,161.2031,-46.649,-135.9213
175.67,161.1926,-46.6745,-135.9506
175.69,161.1822,-46.7,-135.9714
175.71,161.1716,-46.7258,-135.9989
175.73,161.1611,-46.7513,-136.0223
175.75,161.1503,-46.7769,-136.0545
175.77,161.1397,-46.8024,-136.0776
175.79,161.1291,-46.8279,-136.0992
175.81,161.1182,-46.8535,-136.123
175.83,161.1075,-46.8787,-136.1461
175.85,161.0968,-46.9043,-136.1753
175.87,161.0863,-46.9299,-136.1992
175.89,161.076,-46.9555,-136.2219
175.91,161.0654,-46.981,-136.2467
175.93,161.0549,-47.0067,-136.2695
175.95,161.0444,-47.0321,-136.3013
175.97,161.034,-47.0576,-136.3248
175.99,161.0232,-47.0832,-136.3497
176.01,161.0126,-47.1088,-136.3756
176.03,161.0023,-47.1342,-136.3955
176.05,160.9917,-47.1598,-136.4143
176.07,160.9808,-47.1853,-136.4463
176.09,160.9703,-47.2108,-136.4724
176.11,160.9599,-47.2361,-136.4993
176.13,160.9492,-47.2616,-136.5214
176.15,160.9386,-47.2871,-136.5455
176.17,160.9278,-47.3128,-136.5768
176.19,160.9171,-47.3381,-136.6097
176.21,160.9062,-47.3637,-136.632
176.23,160.8952,-47.3892,-136.6512
176.25,160.8842,-47.4146,-136.6792
176.27,160.8735,-47.44,-136.6988
176.29,160.8627,-47.4655,-136.7242
176.31,160.8522,-47.4909,-136.7513
176.33,160.8412,-47.5163,-136.7775
176.35,160.8306,-47.5418,-136.8002
176.37,160.8198,-47.5672,-136.8278
176.39,160.8089,-47.5927,-136.8491
176.41,160.798,-47.6184,-136.8792
176.43,160.7872,-47.644,-136.9027
176.45,160.7763,-47.6695,-136.9315
176.47,160.7651,-47.6951,-136.9636
176.49,160.7542,-47.7206,-136.9868
176.51,160.7433,-47.7461,-137.0081
176.53,160.7321,-47.7715,-137.0259
176.55,160.7209,-47.797,-137.0563
176.57,160.7101,-47.8226,-137.0753
176.59,160.6991,-47.8481,-137.108
176.61,160.6879,-47.8736,-137.1334
176.63,160.677,-47.8989,-137.1589
176.65,160.6661,-47.9246,-137.1804
176.67,160.6551,-47.9501,-137.2131
176.69,160.6441,-47.9755,-137.2367
176.71,160.633,-48.0012,-137.2673
176.73,160.622,-48.0266,-137.2846
176.75,160.6112,-48.0522,-137.3105
176.77,160.6003,-48.0776,-137.3357
176.79,160.5891,-48.1033,-137.3653
176.81,160.5781,-48.1287,-137.3913
176.83,160.5669,-48.1541,-137.418
176.85,160.556,-48.1795,-137.4394
176.87,160.545,-48.2051,-137.4621
176.89,160.5338,-48.2307,-137.488
176.91,160.5228,-48.2564,-137.5189
176.93,160.5118,-48.2818,-137.542
176.95,160.501,-48.3076,-137.566
176.97,160.4898,-48.333,-137.5904
176.99,160.4786,-48.3586,-137.6171
177.01,160.4671,-48.3841,-137.6487
177.03,160.456,-48.4094,-137.6796
177.05,160.4446,-48.4349,-137.6981
177.07,160.4331,-48.4605,-137.7254
177.09,160.4219,-48.4858,-137.7417
177.11,160.4107,-48.5113,-137.7675
177.13,160.3993,-48.5368,-137.7926
177.15,160.3878,-48.5622,-137.8208
177.17,160.377,-48.5881,-137.8454
177.19,160.3656,-48.6136,-137.8785
177.21,160.3543,-48.6392,-137.9058
177.23,160.343,-48.6646,-137.9386
177.25,160.3314,-48.6903,-137.9546
177.27,160.3201,-48.7156,-137.9797
