time,RA,DEC,AZ
242.81,1.2124,-39.267,12.6121
242.83,1.2039,-39.2397,12.592
242.85,1.1954,-39.2125,12.5656
242.87,1.1872,-39.1853,12.5351
242.89,1.1788,-39.158,12.5157
242.91,1.1704,-39.1306,12.5027
242.93,1.1621,-39.1032,12.4771
242.95,1.1534,-39.076,12.4592
242.97,1.1452,-39.0487,12.4323
242.99,1.1367,-39.0215,12.4012
243.01,1.1285,-38.9943,12.3838
243.03,1.1204,-38.967,12.3576
243.05,1.1121,-38.9399,12.332
243.07,1.1037,-38.9127,12.313
243.09,1.0952,-38.8856,12.2872
243.11,1.0869,-38.8582,12.2658
243.13,1.0787,-38.831,12.2495
243.15,1.0704,-38.8036,12.2286
243.17,1.0622,-38.7763,12.2013
243.19,1.054,-38.749,12.1776
243.21,1.0454,-38.7218,12.1544
243.23,1.0371,-38.6945,12.129
243.25,1.0289,-38.6673,12.1073
243.27,1.0204,-38.6399,12.0794
243.29,1.0124,-38.6128,12.0559
243.31,1.0042,-38.5855,12.0372
243.33,0.996,-38.558,12.0151
243.35,0.9878,-38.5307,11.9886
243.37,0.9796,-38.5034,11.9717
243.39,0.9712,-38.4761,11.9515
243.41,0.9628,-38.4487,11.9239
243.43,0.9549,-38.4213,11.8946
243.45,0.9467,-38.3939,11.8738
243.47,0.9385,-38.3666,11.8532
243.49,0.9302,-38.3393,11.8399
243.51,0.9219,-38.3119,11.8167
243.53,0.9138,-38.2846,11.7838
243.55,0.866,-38.1205,11.6495
243.67,0.8578,-38.0931,11.6196
243.69,0.8499,-38.0657,11.6076
243.71,0.842,-38.0384,11.5898
243.73,0.8338,-38.011,11.5619
243.75,0.8258,-37.9837,11.5335
243.77,0.8178,-37.9565,11.5081
243.79,0.8096,-37.9294,11.4883
243.81,0.8015,-37.9022,11.4658
243.83,0.7936,-37.8748,11.4475
243.85,0.7852,-37.8476,11.4274
243.87,0.777,-37.8204,11.403
243.89,0.7688,-37.793,11.3851
243.91,0.7608,-37.7656,11.3605
243.93,0.7527,-37.7383,11.3348
243.95,0.7447,-37.7109,11.3114
243.97,0.7367,-37.6835,11.2881
243.99,0.7288,-37.6561,11.2638
244.01,0.721,-37.6288,11.2459
244.03,0.713,-37.6016,11.2237
244.05,0.705,-37.5744,11.1923
244.07,0.6968,-37.5471,11.1736
244.09,0.6889,-37.5197,11.1558
244.11,0.6807,-37.4923,11.1335
244.13,0.6728,-37.4652,11.1103
244.15,0.6648,-37.4376,11.0825
244.17,0.6566,-37.4107,11.0649
244.19,0.6487,-37.3834,11.0416
244.21,0.6408,-37.3561,11.0202
244.23,0.6326,-37.3286,10.9946
244.25,0.6245,-37.3012,10.9703
244.27,0.6167,-37.2738,10.9481
244.29,0.609,-37.2462,10.9225
244.31,0.6012,-37.2188,10.8907
244.33,0.5934,-37.1914,10.8703
244.35,0.5857,-37.164,10.85
244.37,0.5776,-37.1367,10.8393
244.39,0.5698,-37.1094,10.8215
244.41,0.5624,-37.0822,10.7994
244.43,0.5544,-37.0549,10.7731
244.45,0.5464,-37.0274,10.7515
244.47,0.5384,-37.0003,10.7224
244.49,0.5302,-36.9728,10.6959
244.51,0.5222,-36.9453,10.677
244.53,0.5144,-36.918,10.6603
244.55,0.5066,-36.8907,10.6416
244.57,0.4985,-36.8635,10.6222
244.59,0.4902,-36.8362,10.5942
244.61,0.4825,-36.8088,10.5712
244.63,0.4748,-36.7816,10.5518
244.65,0.467,-36.7542,10.5277
244.67,0.459,-36.7269,10.5097
244.69,0.4511,-36.6994,10.4834
244.71,0.4431,-36.6719,10.4601
244.73,0.4355,-36.6445,10.4272
244.75,0.4279,-36.6171,10.3988
244.77,0.4202,-36.5898,10.3819
244.79,0.4126,-36.5624,10.3661
244.81,0.4047,-36.5349,10.3448
244.83,0.3969,-36.5076,10.3205
244.85,0.3891,-36.4804,10.3008
244.87,0.3814,-36.4529,10.2752
244.89,0.3732,-36.4255,10.2574
244.91,0.3655,-36.3981,10.2413
244.93,0.3577,-36.3708,10.2173
244.95,0.3502,-36.3433,10.1889
244.97,0.3427,-36.3158,10.1655
244.99,0.3351,-36.2884,10.1484
245.01,0.3275,-36.261,10.1246
245.03,0.3198,-36.2338,10.0929
245.05,0.312,-36.2062,10.0749
245.07,0.3044,-36.1789,10.0493
245.09,0.2972,-36.1515,10.0282
245.11,0.2896,-36.1239,10.0095
245.13,0.2819,-36.0967,9.9912
245.15,0.274,-36.0692,9.9708
245.17,0.2666,-36.0417,9.9462
245.19,0.259,-36.0144,9.9229
245.21,0.2511,-35.9868,9.8959
245.23,0.2435,-35.9593,9.8731
245.25,0.2359,-35.9318,9.8562
245.27,0.2283,-35.9045,9.8339
245.29,0.2207,-35.8773,9.8122
245.31,0.213,-35.8499,9.7897
245.33,0.2055,-35.8227,9.769
245.35,0.198,-35.7953,9.7426
245.37,0.1903,-35.7681,9.714
245.39,0.1825,-35.7408,9.6932
245.41,0.1748,-35.7131,9.6685
245.43,0.1671,-35.6858,9.6496
245.45,0.1598,-35.6585,9.6272
245.47,0.1524,-35.6311,9.6084
245.49,0.1449,-35.6037,9.584
245.51,0.1373,-35.5764,9.5611
245.53,0.1299,-35.549,9.5371
245.55,0.1222,-35.5214,9.5171
245.57,0.1145,-35.4941,9.5031
245.59,0.107,-35.4665,9.4827
245.61,0.0997,-35.4392,9.4534
245.63,0.0924,-35.4118,9.4294
245.65,0.0849,-35.3845,9.4088
245.67,0.0772,-35.3572,9.3827
245.69,0.0696,-35.3301,9.3583
245.71,0.062,-35.3028,9.3311
245.73,0.0543,-35.2755,9.317
245.75,0.0467,-35.2481,9.3005
245.77,0.0391,-35.2204,9.2755
245.79,0.0316,-35.1932,9.2601
245.81,0.0243,-35.166,9.2348
245.83,0.0168,-35.1387,9.2082
245.85,0.0095,-35.1112,9.1843
245.87,0.0018,-35.0838,9.1674
245.89,359.9945,-35.0568,9.1415
245.91,359.9871,-35.0293,9.1188
245.93,359.9795,-35.002,9.0961
245.95,359.972,-34.9746,9.0723
245.97,359.9646,-34.9471,9.0572
245.99,359.9572,-34.9195,9.0363
246.01,359.9498,-34.8919,9.0139
246.03,359.9422,-34.8644,8.9898
246.05,359.9346,-34.8369,8.9645
246.07,359.9271,-34.8097,8.9341
246.09,359.9196,-34.7823,8.9085
246.11,359.912,-34.7547,8.8915
246.13,359.9045,-34.7274,8.8785
246.15,359.8972,-34.6999,8.8653
246.17,359.8898,-34.6725,8.8343
246.19,359.8823,-34.6451,8.818
246.21,359.8747,-34.6178,8.7937
246.23,359.8674,-34.5902,8.7716
246.25,359.8604,-34.563,8.7461
246.27,359.8529,-34.5358,8.7217
246.29,359.8454,-34.5084,8.6978
246.31,359.838,-34.4808,8.6722
246.33,359.8308,-34.4535,8.6561
246.35,359.8236,-34.426,8.6368
246.37,359.8162,-34.3986,8.6186
246.39,359.8088,-34.3712,8.5989
246.41,359.8012,-34.3438,8.578
246.43,359.7937,-34.3162,8.5567
246.45,359.7865,-34.2886,8.5342
246.47,359.7789,-34.2612,8.5056
246.49,359.7717,-34.2338,8.4883
246.51,359.7644,-34.2063,8.466
246.53,359.7572,-34.1787,8.442
246.55,359.7499,-34.1515,8.4114
246.57,359.7428,-34.1239,8.3885
246.59,359.7354,-34.0966,8.3628
246.61,359.7282,-34.0692,8.3475
246.63,359.7212,-34.0416,8.3285
246.65,359.7136,-34.0141,8.303
246.67,359.7062,-33.9867,8.2873
246.69,359.6989,-33.9595,8.2663
246.71,359.6918,-33.9321,8.2464
246.73,359.6845,-33.9047,8.2221
246.75,359.6773,-33.8772,8.2017
246.77,359.6701,-33.8496,8.1813
246.79,359.6629,-33.8221,8.1586
246.81,359.6555,-33.7945,8.1371
246.83,359.6482,-33.7671,8.1147
246.85,359.6409,-33.7395,8.0959
246.87,359.6337,-33.7119,8.0682
246.89,359.6265,-33.6846,8.0453
246.91,359.6192,-33.6571,8.0172
246.93,359.6119,-33.6298,7.9897
246.95,359.6045,-33.6022,7.9704
246.97,359.5974,-33.5749,7.9555
246.99,359.59,-33.5474,7.9376
247.01,359.5828,-33.5198,7.922
247.03,359.5754,-33.4925,7.9016
247.05,359.5681,-33.465,7.8719
247.07,359.5609,-33.4378,7.856
247.09,359.5538,-33.4103,7.8313
247.11,359.5465,-33.3829,7.8088
247.13,359.5392,-33.3555,7.7821
247.15,359.5322,-33.328,7.7591
247.17,359.525,-33.3008,7.7411
247.19,359.518,-33.2737,7.7209
247.21,359.5111,-33.2463,7.6996
247.23,359.5038,-33.219,7.6732
247.25,359.4966,-33.1914,7.6489
247.27,359.4896,-33.1638,7.6351
247.29,359.4825,-33.1362,7.6161
247.31,359.4754,-33.1084,7.5938
247.33,359.4681,-33.0809,7.5687
247.35,359.4611,-33.0535,7.5485
247.37,359.4537,-33.0261,7.5299
247.39,359.447,-32.9985,7.5048
247.41,359.4401,-32.971,7.4782
247.43,359.433,-32.9436,7.4488
247.45,359.4258,-32.9162,7.4276
247.47,359.4185,-32.8887,7.4197
247.49,359.4115,-32.8612,7.4024
247.51,359.4044,-32.834,7.3789
247.53,359.3972,-32.8065,7.3578
247.55,359.39,-32.7792,7.3309
247.57,359.383,-32.7519,7.3074
247.59,359.3758,-32.7246,7.2858
247.61,359.3689,-32.6971,7.2645
247.63,359.3616,-32.6698,7.2461
247.65,359.3544,-32.6423,7.2282
247.67,359.3474,-32.6148,7.2078
247.69,359.34,-32.5872,7.1832
247.71,359.333,-32.5596,7.1662
247.73,359.3259,-32.5323,7.1396
247.75,359.3188,-32.5047,7.1206
247.77,359.3118,-32.4775,7.0981
247.79,359.3048,-32.45,7.0762
247.81,359.2979,-32.4224,7.0517
247.83,359.2909,-32.395,7.0269
247.85,359.284,-32.3677,7.0091
247.87,359.2768,-32.3403,6.9866
247.89,359.27,-32.313,6.9693
247.91,359.2632,-32.2853,6.9468
247.93,359.2563,-32.2579,6.9196
247.95,359.2491,-32.2303,6.9
247.97,359.2421,-32.2031,6.8864
247.99,359.2349,-32.1756,6.8628
248.01,359.2282,-32.1481,6.8406
248.03,359.2211,-32.1207,6.8186
248.05,359.2142,-32.0932,6.7957
248.07,359.2071,-32.066,6.774
248.09,359.2,-32.0386,6.7532
248.11,359.1929,-32.0111,6.7276
248.13,359.1859,-31.9835,6.7086
248.15,359.1788,-31.9561,6.6873
248.17,359.1718,-31.9286,6.6691
248.19,359.1647,-31.901,6.6444
248.21,359.1579,-31.8735,6.6294
248.23,359.1511,-31.846,6.6073
248.25,359.1442,-31.8184,6.5859
248.27,359.1374,-31.7909,6.5586
248.29,359.1304,-31.7635,6.533
248.31,359.1236,-31.736,6.5119
248.33,359.1166,-31.7084,6.4948
248.35,359.1097,-31.681,6.4739
248.37,359.1029,-31.6534,6.4522
248.39,359.0959,-31.6259,6.4304
248.41,359.0891,-31.5982,6.404
248.43,359.0821,-31.5709,6.3855
248.45,359.0754,-31.5435,6.3681
248.47,359.0685,-31.5162,6.3476
248.49,359.0617,-31.4887,6.3302
248.51,359.0549,-31.461,6.3041
248.53,359.0481,-31.4334,6.282
248.55,359.0411,-31.4059,6.2648
248.57,359.0343,-31.3784,6.2421
248.59,359.0275,-31.3506,6.2187
248.61,359.0208,-31.3232,6.2002
248.63,359.0139,-31.2956,6.1744
248.65,359.0071,-31.268,6.1533
248.67,359.0001,-31.2406,6.1273
248.69,358.9933,-31.2132,6.109
248.71,358.9864,-31.1857,6.0855
248.73,358.9796,-31.1581,6.0724
248.75,358.9727,-31.1306,6.0527
248.77,358.9659,-31.103,6.0255
248.79,358.959,-31.0755,6.007
248.81,358.9522,-31.0478,5.9808
248.83,358.9456,-31.0204,5.9621
248.85,358.9386,-30.9928,5.9418
248.87,358.9319,-30.9653,5.919
248.89,358.9251,-30.9378,5.9001
248.91,358.9182,-30.9105,5.8815
248.93,358.9113,-30.883,5.8542
248.95,358.9044,-30.8554,5.8283
248.97,358.8978,-30.828,5.8022
248.99,358.8912,-30.8004,5.7821
249.01,358.8843,-30.7729,5.7683
249.03,358.8774,-30.7452,5.756
249.05,358.8704,-30.7177,5.7357
249.07,358.8635,-30.6902,5.7112
249.09,358.857,-30.6627,5.6854
249.11,358.8504,-30.6353,5.6673
249.13,358.8437,-30.6079,5.6461
249.15,358.8368,-30.5804,5.6239
249.17,358.8302,-30.5529,5.6052
249.19,358.8235,-30.5256,5.5788
249.21,358.8172,-30.498,5.5572
249.23,358.8102,-30.4703,5.5367
249.25,358.8036,-30.443,5.5177
249.27,358.7969,-30.4153,5.4961
249.29,358.7902,-30.3878,5.4714
249.31,358.7834,-30.3603,5.4506
249.33,358.7767,-30.3325,5.4231
249.35,358.7699,-30.3049,5.4037
249.37,358.7632,-30.2773,5.3876
249.39,358.7566,-30.2499,5.3705
249.41,358.7499,-30.2225,5.3551
249.43,358.743,-30.1951,5.3319
249.45,358.7363,-30.1677,5.3095
249.47,358.7295,-30.1402,5.2859
249.49,358.7228,-30.1125,5.2653
249.51,358.7159,-30.085,5.2446
249.53,358.709,-30.0575,5.2227
249.55,358.7024,-30.03,5.2032
249.57,358.6957,-30.0026,5.1827
249.59,358.6888,-29.9749,5.1639
249.61,358.6819,-29.9473,5.1447
249.63,358.6752,-29.9197,5.1204
249.65,358.6686,-29.8923,5.0933
249.67,358.662,-29.8648,5.0711
249.69,358.6552,-29.8372,5.0508
249.71,358.6485,-29.8097,5.0311
249.73,358.6417,-29.7821,5.0102
249.75,358.6351,-29.7545,4.9902
249.77,358.6283,-29.7269,4.9751
249.79,358.6217,-29.6994,4.9564
249.81,358.6153,-29.6717,4.9362
249.83,358.6084,-29.6442,4.9152
249.85,358.6015,-29.6169,4.8881
249.87,358.5951,-29.5896,4.8645
249.89,358.5887,-29.5622,4.8486
249.91,358.5818,-29.5348,4.8252
249.93,358.5752,-29.5074,4.7998
249.95,358.5684,-29.4799,4.7757
249.97,358.5618,-29.4524,4.7611
249.99,358.5551,-29.4249,4.7401
250.01,358.5486,-29.3973,4.7247
250.03,358.542,-29.3698,4.7051
250.05,358.5352,-29.3422,4.6795
250.07,358.5285,-29.3146,4.6552
250.09,358.5217,-29.2873,4.6268
250.11,358.5151,-29.2598,4.6147
250.13,358.5084,-29.2321,4.5973
250.15,358.5019,-29.2048,4.5735
250.17,358.4953,-29.1773,4.5518
250.19,358.4889,-29.1497,4.5275
250.21,358.4822,-29.122,4.5051
250.23,358.4756,-29.0944,4.4828
250.25,358.4692,-29.0669,4.4681
250.27,358.4626,-29.0393,4.4507
250.29,358.4559,-29.0118,4.4309
250.31,358.4492,-28.9841,4.4099
250.33,358.4426,-28.9566,4.3881
250.35,358.4361,-28.929,4.3658
250.37,358.4296,-28.9014,4.3496
250.39,358.4234,-28.8738,4.3259
250.41,358.4168,-28.8462,4.3059
250.43,358.4104,-28.8187,4.2819
250.45,358.404,-28.7913,4.257
250.47,358.3974,-28.7636,4.2339
250.49,358.391,-28.7361,4.2059
250.51,358.3843,-28.7086,4.1904
250.53,358.3778,-28.6812,4.1756
250.55,358.3714,-28.6538,4.1518
250.57,358.365,-28.6261,4.1324
250.59,358.3586,-28.5985,4.1127
250.61,358.3522,-28.571,4.0892
250.63,358.3455,-28.5436,4.0668
250.65,358.3391,-28.5161,4.0521
250.67,358.3326,-28.4887,4.0333
250.69,358.3262,-28.461,4.01
250.71,358.3197,-28.4333,3.9951
250.73,358.313,-28.4058,3.9747
250.75,358.3067,-28.3783,3.9507
250.77,358.3001,-28.3508,3.9315
250.79,358.2935,-28.323,3.9032
250.81,358.2869,-28.2955,3.8841
250.83,358.2809,-28.2681,3.8574
250.85,358.2743,-28.2406,3.8475
250.87,358.2678,-28.2129,3.8285
250.89,358.2614,-28.1851,3.813
250.91,358.255,-28.1576,3.7845
250.93,358.2485,-28.1301,3.7653
250.95,358.242,-28.1025,3.7417
250.97,358.2356,-28.0749,3.7183
250.99,358.2291,-28.0473,3.6974
251.01,358.2226,-28.0195,3.6832
251.03,358.2162,-27.9922,3.6588
251.05,358.2097,-27.9647,3.6416
251.07,358.2032,-27.9371,3.6199
251.09,358.197,-27.9095,3.5986
251.11,358.1905,-27.8817,3.5777
251.13,358.1841,-27.8541,3.5503
251.15,358.1779,-27.8265,3.5325
251.17,358.1714,-27.7989,3.5133
251.19,358.165,-27.7712,3.4934
251.21,358.1587,-27.7437,3.4747
251.23,358.1524,-27.7159,3.4599
251.25,358.1461,-27.6885,3.4364
251.27,358.1397,-27.6608,3.414
251.29,358.1334,-27.6332,3.3924
251.31,358.1269,-27.6056,3.3748
251.33,358.1204,-27.5778,3.3476
251.35,358.1141,-27.55,3.3195
251.37,358.1078,-27.5227,3.2996
251.39,358.1014,-27.4952,3.2865
251.41,358.0949,-27.4677,3.2653
251.43,358.0887,-27.4403,3.2509
251.45,358.0821,-27.4128,3.2306
251.47,358.0759,-27.3851,3.2116
251.49,358.0696,-27.3575,3.1862
251.51,358.0633,-27.33,3.1632
251.53,358.0569,-27.3026,3.1481
251.55,358.0507,-27.2751,3.1236
251.57,358.0441,-27.2473,3.1004
251.59,358.0378,-27.2197,3.0825
251.61,358.0315,-27.1921,3.0567
251.63,358.0253,-27.1644,3.0299
251.65,358.019,-27.1368,3.0192
251.67,358.0126,-27.1092,3.008
251.69,358.0062,-27.0816,2.988
251.71,357.9998,-27.0542,2.9661
251.73,357.9931,-27.0266,2.9438
251.75,357.9869,-26.999,2.9176
251.77,357.9806,-26.9714,2.8949
251.79,357.9742,-26.9439,2.8799
251.81,357.9681,-26.9164,2.8542
251.83,357.9618,-26.8889,2.8412
251.85,357.9555,-26.8613,2.8169
251.87,357.9494,-26.8335,2.8019
251.89,357.9431,-26.8058,2.7837
251.91,357.937,-26.7781,2.763
251.93,357.9308,-26.7505,2.7418
251.95,357.9245,-26.7229,2.7188
251.97,357.9182,-26.6952,2.6907
251.99,357.912,-26.6676,2.667
252.01,357.9057,-26.6401,2.6416
252.03,357.8996,-26.6125,2.6305
252.05,357.8934,-26.5849,2.6201
252.07,357.8869,-26.557,2.5991
252.09,357.8806,-26.5292,2.5745
252.11,357.8743,-26.5016,2.5542
252.13,357.868,-26.4741,2.5296
252.15,357.8618,-26.4465,2.5055
252.17,357.8557,-26.4191,2.491
252.19,357.8496,-26.3916,2.4681
252.21,357.8433,-26.364,2.4567
252.23,357.8369,-26.3365,2.4378
252.25,357.8307,-26.3089,2.413
252.27,357.8247,-26.2813,2.3951
252.29,357.8184,-26.2535,2.3723
252.31,357.812,-26.2259,2.3524
252.33,357.8059,-26.1985,2.3289
252.35,357.7999,-26.1709,2.3054
252.37,357.7935,-26.1434,2.2849
252.39,357.7872,-26.1157,2.2768
252.41,357.781,-26.0881,2.2524
252.43,357.7747,-26.0606,2.2309
252.45,357.7687,-26.033,2.2086
252.47,357.7623,-26.0051,2.1945
252.49,357.7559,-25.9776,2.1687
252.51,357.7496,-25.9502,2.1479
252.53,357.7434,-25.9229,2.121
252.55,357.7371,-25.8953,2.0996
252.57,357.7311,-25.8678,2.0841
252.59,357.725,-25.84,2.063
252.61,357.7188,-25.8123,2.048
252.63,357.7127,-25.7844,2.0261
252.65,357.7063,-25.7567,2.0054
252.67,357.7003,-25.7293,1.9881
252.69,357.6942,-25.7014,1.9647
252.71,357.688,-25.6737,1.9438
252.73,357.6818,-25.6461,1.9243
252.75,357.6759,-25.6185,1.9035
252.77,357.6696,-25.591,1.8836
252.79,357.6635,-25.5633,1.8589
252.81,357.6573,-25.5358,1.8395
252.83,357.6512,-25.5082,1.8208
252.85,357.6451,-25.4809,1.8028
252.87,357.6389,-25.4534,1.7813
252.89,357.6328,-25.426,1.7637
252.91,357.6265,-25.3986,1.7348
252.93,357.6203,-25.3708,1.7151
252.95,357.6142,-25.3436,1.7024
252.97,357.6078,-25.3158,1.6808
252.99,357.6016,-25.2882,1.6696
253.01,357.5954,-25.2604,1.6485
253.03,357.5892,-25.2331,1.6251
253.05,357.583,-25.2056,1.6035
253.07,357.5769,-25.178,1.5873
253.09,357.5707,-25.1503,1.5627
253.11,357.5646,-25.1228,1.5369
253.13,357.5586,-25.0951,1.5085
253.15,357.5527,-25.0676,1.4912
253.17,357.5463,-25.0399,1.4737
253.19,357.5404,-25.0124,1.4599
253.21,357.5342,-24.9848,1.4463
253.23,357.5282,-24.9571,1.4187
253.25,357.5217,-24.9295,1.3987
253.27,357.5159,-24.9018,1.3735
253.29,357.51,-24.8741,1.3508
253.31,357.504,-24.8465,1.3316
253.33,357.4979,-24.8189,1.3062
253.35,357.492,-24.7911,1.2844
253.37,357.4862,-24.7637,1.2731
253.39,357.4802,-24.7361,1.258
253.41,357.4741,-24.7083,1.2411
253.43,357.4683,-24.6808,1.2175
253.45,357.4621,-24.6531,1.1969
253.47,357.456,-24.6255,1.1759
253.49,357.45,-24.5979,1.1548
253.51,357.4441,-24.5703,1.1315
253.53,357.4381,-24.5426,1.1123
253.55,357.432,-24.5151,1.0962
253.57,357.4259,-24.4875,1.0796
253.59,357.42,-24.4598,1.0547
253.61,357.4141,-24.4321,1.0348
253.63,357.4081,-24.4043,1.0157
253.65,357.402,-24.3768,0.9877
253.67,357.3959,-24.3493,0.9663
253.69,357.39,-24.3215,0.9483
253.71,357.3842,-24.2941,0.9229
253.73,357.3782,-24.2663,0.9022
253.75,357.3719,-24.2388,0.8905
253.77,357.3659,-24.211,0.8768
253.79,357.3599,-24.1833,0.86
253.81,357.3539,-24.1555,0.8382
253.83,357.348,-24.1279,0.8177
253.85,357.3422,-24.1002,0.7953
253.87,357.3364,-24.0727,0.7763
253.89,357.3303,-24.0452,0.7522
253.91,357.3242,-24.0176,0.7342
253.93,357.3182,-23.9899,0.7171
253.95,357.3123,-23.9622,0.6887
253.97,357.3063,-23.9346,0.6681
253.99,357.3004,-23.9072,0.6534
254.01,357.2944,-23.8796,0.6322
254.03,357.2884,-23.8521,0.611
254.05,357.2825,-23.8245,0.5888
254.07,357.2765,-23.7967,0.5705
254.09,357.2707,-23.7692,0.5497
254.11,357.2648,-23.7415,0.534
254.13,357.259,-23.714,0.5181
254.15,357.2531,-23.6864,0.4977
254.17,357.2471,-23.6588,0.4783
254.19,357.2412,-23.6312,0.4577
254.21,357.2353,-23.6034,0.4451
254.23,357.229,-23.5758,0.4222
254.25,357.2229,-23.5481,0.4012
254.27,357.2169,-23.5202,0.3804
254.29,357.2108,-23.4927,0.3606
254.31,357.205,-23.4648,0.3372
254.33,357.1989,-23.4372,0.3046
254.35,357.193,-23.4098,0.2873
254.37,357.1868,-23.3822,0.2739
254.39,357.1809,-23.3543,0.262
254.41,357.1751,-23.3265,0.2371
254.43,357.1691,-23.2991,0.2192
254.45,357.1633,-23.2713,0.1996
254.47,357.1577,-23.2437,0.1798
254.49,357.1518,-23.216,0.1642
254.51,357.1461,-23.1884,0.1396
254.53,357.1403,-23.1609,0.1186
254.55,357.1345,-23.1332,0.1017
254.57,357.1287,-23.1055,0.0849
254.59,357.123,-23.0776,0.0624
254.61,357.117,-23.0501,0.0466
254.63,357.1112,-23.0224,0.0296
254.65,357.1055,-22.9949,0.0035
254.67,357.0995,-22.9673,-0.0193
254.69,357.0936,-22.9398,-0.0406
254.71,357.0878,-22.9121,-0.058
254.73,357.0819,-22.8844,-0.0773
254.75,357.076,-22.857,-0.0922
254.77,357.07,-22.8291,-0.1125
254.79,357.0641,-22.8014,-0.1314
254.81,357.0584,-22.7738,-0.152
254.83,357.0525,-22.7463,-0.1731
254.85,357.0467,-22.7186,-0.1978
254.87,357.0408,-22.6909,-0.2185
254.89,357.0347,-22.6634,-0.2306
254.91,357.029,-22.6356,-0.2491
254.93,357.0233,-22.6079,-0.2717
254.95,357.0175,-22.5805,-0.3029
254.97,357.0117,-22.5529,-0.3303
254.99,357.0059,-22.5252,-0.3346
255.01,357.0002,-22.4975,-0.3486
255.03,356.9944,-22.47,-0.3672
255.05,356.9887,-22.4422,-0.3888
255.07,356.9829,-22.4144,-0.4107
255.09,356.9771,-22.3866,-0.43
255.11,356.9712,-22.3589,-0.4488
255.13,356.9655,-22.3313,-0.4755
255.15,356.9595,-22.3038,-0.4899
255.17,356.9536,-22.2759,-0.5095
255.19,356.9478,-22.2484,-0.5367
255.21,356.942,-22.2203,-0.5571
255.23,356.9362,-22.1929,-0.5748
255.25,356.9305,-22.1652,-0.5881
255.27,356.9247,-22.1374,-0.6053
255.29,356.9188,-22.1096,-0.6281
255.31,356.9129,-22.0821,-0.6459
255.33,356.9069,-22.0544,-0.6643
255.35,356.9013,-22.0265,-0.6906
255.37,356.8956,-21.9987,-0.7077
255.39,356.8897,-21.9708,-0.7275
255.41,356.8838,-21.9431,-0.7438
255.43,356.878,-21.9158,-0.7671
255.45,356.8723,-21.8881,-0.7888
255.47,356.8666,-21.8602,-0.8051
255.49,356.8608,-21.8322,-0.8209
255.51,356.8552,-21.8047,-0.8468
255.53,356.8492,-21.7772,-0.8617
255.55,356.8436,-21.7497,-0.8771
255.57,356.8378,-21.7218,-0.9002
255.59,356.8323,-21.694,-0.9189
255.61,356.8265,-21.6661,-0.9382
255.63,356.8207,-21.6384,-0.9616
255.65,356.8151,-21.6108,-0.9797
255.67,356.8092,-21.5827,-1.0024
255.69,356.8034,-21.5551,-1.0252
255.71,356.7976,-21.5275,-1.045
255.73,356.792,-21.4998,-1.0704
255.75,356.7865,-21.4722,-1.0914
255.77,356.7809,-21.4445,-1.1041
255.79,356.7751,-21.4167,-1.1192
255.81,356.7694,-21.389,-1.1311
255.83,356.7636,-21.3613,-1.1558
255.85,356.7578,-21.3338,-1.18
255.87,356.7518,-21.3063,-1.2028
255.89,356.7463,-21.2786,-1.2217
255.91,356.7405,-21.2508,-1.2385
255.93,356.7348,-21.2231,-1.2625
255.95,356.7293,-21.1951,-1.2727
255.97,356.7237,-21.1673,-1.2967
255.99,356.7179,-21.1396,-1.3144
256.01,356.7121,-21.1118,-1.3318
256.03,356.7065,-21.0842,-1.3522
256.05,356.7008,-21.0564,-1.3707
256.07,356.6949,-21.0287,-1.3934
256.09,356.6891,-21.001,-1.411
256.11,356.6831,-20.9734,-1.4321
256.13,356.6774,-20.9455,-1.4546
256.15,356.6716,-20.9178,-1.4784
256.17,356.6658,-20.8897,-1.4947
256.19,356.6601,-20.8619,-1.5178
256.21,356.6546,-20.834,-1.5398
256.23,356.6488,-20.8062,-1.557
256.25,356.643,-20.7787,-1.5695
256.27,356.6372,-20.7511,-1.5858
256.29,356.6315,-20.7236,-1.6044
256.31,356.6259,-20.6959,-1.6254
256.33,356.6202,-20.6683,-1.6405
256.35,356.6146,-20.6407,-1.6644
256.37,356.6087,-20.613,-1.6821
256.39,356.6029,-20.5855,-1.7016
256.41,356.5974,-20.5577,-1.72
256.43,356.5918,-20.53,-1.7421
256.45,356.5861,-20.5023,-1.7614
256.47,356.5804,-20.4746,-1.7839
256.49,356.5749,-20.4468,-1.8005
256.51,356.569,-20.4191,-1.8199
256.53,356.5632,-20.3914,-1.8407
256.55,356.5574,-20.3636,-1.8639
256.57,356.5517,-20.3362,-1.8841
256.59,356.5459,-20.3086,-1.8991
256.61,356.5402,-20.2809,-1.9182
256.63,356.5347,-20.2532,-1.9425
256.65,356.5291,-20.2257,-1.9604
256.67,356.5235,-20.1979,-1.9828
256.69,356.5179,-20.17,-1.9973
256.71,356.5122,-20.1422,-2.015
256.73,356.5069,-20.1147,-2.0351
256.75,356.501,-20.0872,-2.0557
256.77,356.4954,-20.0595,-2.0773
256.79,356.4896,-20.0318,-2.0959
256.81,356.4841,-20.0039,-2.1225
256.83,356.4785,-19.9762,-2.1396
256.85,356.4728,-19.9485,-2.1541
256.87,356.4673,-19.9208,-2.1657
256.89,356.4619,-19.893,-2.1868
256.91,356.4563,-19.8654,-2.2052
256.93,356.4509,-19.8375,-2.229
256.95,356.4455,-19.8097,-2.2468
